Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
Novex Bamboo Sprout Extra Deep Hair Care Cream Mask (7.4 oz.),Coily,http://shop.naturallycurly.com/product_images/j/769/Novex_Bamboo_Sprout_Deep_Mask_7.4_oz__27313.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/j/769/Novex_Bamboo_Sprout_Deep_Mask_7.4_oz__27313.jpg,Extra Deep Hair Care Cream Mask (7.4 oz.),Novex,"<p><span>Novex Bamboo Sprout Deep Conditioning Hair Mask&nbsp;is an enhanced treatment, that restores the strength and growth of broken and weak hair. This product is enriched with ultra concentrated actives, Bamboo Sprout and Vitamin E.</span></p> <ul> <li class=""firstItem"">Indicated for all hair types</li> <li>For replenishing of strength and intense growth</li> <li>Enriched with&nbsp;ultra concentrated actives, Bamboo Sprout and&nbsp;Vitamin E</li> <li>pH 3,5</li> <li>High concentration</li> <li>High density</li> <li class=""lastItem"">Rich in vitamins</li> </ul>",,/novex-bamboo-sprout-extra-deep-hair-care-cream-mask-7-4-oz/
NuBone II Finish Pro Detangler Comb (Style 320),Curly,http://shop.naturallycurly.com/product_images/v/600/nubone-II-comb__78863.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/600/nubone-II-comb__78863.jpg,Finish Pro Detangler Comb (Style 320),NuBone II,"<p>Nubone 320 combs measures 7"" * 2 1/4"". It is a Rake Comb with 21 teeth for detangling wet or difficult hair. The teeth are 1.5"" in length making them ideal for penetrating thick or difficult hair. Also good for safely combing through wet hair.<br /><br /> Each NuBone comb is hand crafted from 100% organic resins. Every handle, tail, and tooth is hand sanded and polished to an exceptional finish. This exceptional finishing means NuBone combs will not tear or snag the hair. The Nubone material is hard and smooth just like bone, and can be hand carved, sawed, and polished to imitate all the unique features of bone. They are also completely anti-static, and can be used with hot implements without fear of damage.</p>",,/nubone-ii-finish-pro-detangler-comb-style-320/
NuDred Blue Hair Sculpting Tool,All,http://shop.naturallycurly.com/product_images/f/337/NuDred_Hair_Sculpting_Tool__67878.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/f/337/NuDred_Hair_Sculpting_Tool__67878.jpg,Blue Hair Sculpting Tool,NuDred,"<p>The NuDred Blue Hair Sculpting Tool was developed to help reduce the time and effort it takes to coil, twist, style, or lock natural hair. The tool does the work with no braiding, twisting, roll setting or curling needed. Years of dedication, effort and time has been spent perfecting the design and method.</p> <p>Each hair sculpting tool is uniquely designed with quality material to be durable and to achieve effortless styling without causing damage or breakage to the hair. Nudred products are optimal for natural Ethnic or African American hair with varying degrees of textures, lengths, locks, curls or dreads.</p> <ul> <li>Tool does the work with no braiding, twisting, roll setting or curling needed</li> <li>Easiest option for styling curls, coils, twists or locks</li> <li>Will not break or damage hair</li> </ul>",,/nudred-blue-hair-sculpting-tool/
NuDred Blue Travel Hair Sculpting Tool,All,http://shop.naturallycurly.com/product_images/z/436/NuDred_Travel_Size_Tool__42866.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/436/NuDred_Travel_Size_Tool__42866.jpg,Blue Travel Hair Sculpting Tool,NuDred,"<p><span>NuDred is a hair sculpting tool for anyone with curl, coiled or coarse hair. Use to enhance natural hair styles, natural hair twists, and dreadlocks. NuDred Hydrate I.T. (Innovative Technology) is carefully formulated using the most advanced technology to add and hold moisture to all styles of hair including pre/post locked hair. It only takes 3-20 minutes to twist hair, depending on length and hair texture. Convenient travel size lets you take it everywhere.</span></p> <ul> <li>Saves time and money (do it yourself vs. going to the salon)</li> <li>NuDred sculpting tool and 4 oz. Hydrate I.T. included</li> <li>Easiest option for styling curls, coils, twists or locks</li> </ul>",,/nudred-blue-travel-hair-sculpting-tool/
NuMe Blowout Boutique - Turquoise,Straight,http://shop.naturallycurly.com/product_images/r/339/NuMe_Blowout_Turquoise1__34879.jpg|Product Image URL: http://shop.naturallycurly.com/product_images/c/174/NuMe_Blowout_Turquoise2__91724.jpg|Product Image URL: http://shop.naturallycurly.com/product_images/y/682/NuMe_Blowout_Turquoise3__29611.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/r/339/NuMe_Blowout_Turquoise1__34879.jpg|Product Image URL: http://shop.naturallycurly.com/product_images/c/174/NuMe_Blowout_Turquoise2__91724.jpg|Product Image URL: http://shop.naturallycurly.com/product_images/y/682/NuMe_Blowout_Turquoise3__29611.jpg,Blowout Boutique - Turquoise,NuMe,"<p><span>The Blowout Boutique includes the Bold Hair Dryer equipped with a ceramic grill, cool shot button, far infrared heat and negative ion conditioning technologies. Achieve your best blowout possible with our ionic hair dryer and accessories that work together to combat frizz, improve bounce and enhance shine with each use. This set comes with a diffuser, concentrator, 32mm Ionic Round Brush, Microfiber Hair Wrap, two styling clips, and a convenient travel case - all the accessories you need for a fabulous blowout. Safe for all hair types.</span></p> <p><span style=""text-decoration: underline;"">KEY FEATURES&nbsp;</span></p> <ul> <li><span>Far infrared heat</span>&nbsp;- moves directly into the hair follicle and out to the cuticle to protect strands over time.</li> <li><span>Negative ion conditioning technology</span>&nbsp;- maintains moisture and eliminates frizz by sealing the hair&rsquo;s cuticle while boosting shine.</li> <li><span>Ceramic grill</span>&nbsp;- conducts far infrared heat for fast and healthier blowouts.</li> <li><span>Cool shot button</span>&nbsp;- works with negative ions to smooth strands and set hairstyles.</li> </ul> <p><span style=""text-decoration: underline;"">8-Piece Set Includes</span></p> <ul> <li>Bold Hair Dryer</li> <li>Diffuser</li> <li>Concentrator</li> <li>32mm Ionic Round Brush</li> <li>Microfiber Hair Wrap</li> <li>Two styling clips</li> <li>Travel/carry case</li> </ul>",,/nume-blowout-boutique-turquoise/
NuMe Mane Goals Deep Repair Mask (8.45 oz.),All,http://shop.naturallycurly.com/product_images/w/915/NuMe_Mane_Goals___42578.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/915/NuMe_Mane_Goals___42578.jpg,Mane Goals Deep Repair Mask (8.45 oz.),NuMe,"<p><span>The Mane Goals Deep Repair Mask is a protein mask formulated with high-quality active ingredients including Sunflower Seed Oil, Argan Oil, and Shea Butter to hydrate, nourish, restore, and invigorate hair. This cruelty-free and eco-friendly product is safe for all hair types.</span></p> <p><span><span>Distressed, under-nourished hair needs more than deep-conditioning with this hair treatment. It needs an intense treatment that restores and invigorates each strand to the core. Moisturize and lock in essential nutrients with Mane Goals Deep Repair Mask for gleaming hair that's healthy, resilient and ready for styling.</span></span></p> <ul> <li>Intensively hydrates hair</li> <li>Improves hair's elasicity</li> <li>Reduces frizz</li> <li>Strengthens hair and reduces breakage</li> </ul>",,/nume-mane-goals-deep-repair-mask-8-45-oz/
NuMe Sleeky In A Bottle Serum (1.69 oz.),All,http://shop.naturallycurly.com/product_images/x/467/NuMe_Sleeky_Serum__34495.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/x/467/NuMe_Sleeky_Serum__34495.jpg,Sleeky In A Bottle Serum (1.69 oz.),NuMe,"<p><span>The Sleeky In A Bottle Serum is formulated with Macadamia Seed Oil and Argan Oil to tame frizz, smooth and nourish natural or heat styled strands, and add incredible shine. This cruelty-free and eco-friendly product does not contain paraffin or parabens and is safe for all hair types.</span></p> <p>This shine-inducing styling serum tames flyaways, eliminates frizz without weighing hair down, boosts elasticity, and leaves hair satiny smooth.</p> <ul> <li>Combats frizz</li> <li>Conditions dry and split ends</li> <li>Adds shine</li> <li>Protects hair from humidity</li> </ul>",,/nume-sleeky-in-a-bottle-serum-1-69-oz/
NuMe Root Werk Root Lifter (8.12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/p/850/NuME_Root_Werk__24999.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/p/850/NuME_Root_Werk__24999.jpg,Root Werk Root Lifter (8.12 oz.),NuMe,"<p><span>The Root Werk Root Lifter is formulated with Hydrolyzed Soy, Wheat and Corn Proteins, as well as Algae Extract to nourish, add body, volume, and texture to hair. This eco-friendly and cruelty-free product is safe for all hair types.</span></p> <p><span>Packed with proteins and nourishing ingredients, Root Werk will add volume to your hair, moisturize and add strength without weighing it down.</span></p> <ul> <li>Adds height and volume</li> <li>Gives invisible and soft hold</li> <li>Revives hairstyles</li> </ul>",,/nume-root-werk-root-lifter-8-12-oz/
OBIA Naturals Babassu Deep Conditioner (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/d/632/babassu-deep-conditioner__83108.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/632/babassu-deep-conditioner__83108.jpg,Naturals Babassu Deep Conditioner (8 oz.),OBIA Naturals,"<p>Strand-strengthening Babassu Oil will nourish, repair elasticity, soften, and add shine to your hair. Avocado Oil, Rosemary Essential Oil, and Pro-Vitamin B5 will repair damage and moisturize your hair. This protein-free formula restores your hair's natural moisture balance.</p>",,/obia-naturals-babassu-deep-conditioner-8-oz/
OBIA Naturals Coconut Shea Shampoo Bar,"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/m/653/coconut-shea-shampoo-bar__00319.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/m/653/coconut-shea-shampoo-bar__00319.jpg,Naturals Coconut Shea Shampoo Bar,OBIA Naturals,"<p>This intensely moisturizing shampoo will leave your hair soft, conditioned, and hydrated. Shea Butter deeply moisturizes hair and scalp, while Coconut Oil protects hair from heat and chemical damage. Our sulfate-free shampoo will gently cleanse without stripping your hair and scalp of its natural oils.</p> <ul> <li>Sulfate Free Undiluted Shampoo: Long lasting water-free undiluted shampoo bar.</li> <li>Moisturizing Shampoo: Enriched with unrefined Shea butter, Coconut Oil and Castor oil to moisturize your hair as it is cleansed.</li> <li>Great For All Hair Textures: Great for all textures from curly to kinky hair.</li> <li>Travel Friendly: Concentrated solid shampoo made with natural ingredients.</li> <li>Award Winning: Voted Favorite Shampoo Bar in both 2015 and 2016 by the Naturally Curly Best of the Best Awards.</li> <li>Natural Ingredients: Formulation is vegan and natural ingredients are used. Does not contain: Sulfates, Parabens, Mineral Oil, Petroleum, Phthalates, DEA, Synthetic Colors, and Drying Alcohols.</li> </ul>",,/obia-naturals-coconut-shea-shampoo-bar/
OBIA Naturals Curl Moisture Cream (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/p/548/curl-moisture-cream-obia__49740.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/p/548/curl-moisture-cream-obia__49740.jpg,Naturals Curl Moisture Cream (8 oz.),OBIA Naturals,"<p>This pH balanced leave-in conditioner is full of luxurious oils that seal in moisture and minimize frizz by smoothing and closing the cuticle. Antioxidant rich Argan Oil,&nbsp;Burdock Root and Grape seed Oil strengthens and adds shine. Our lightweight, moisturizing cream will not weigh down your hair. Great for all textures from curly to kinky hair.</p> <ul> <li>Award Winning: Voted the Best Moisturizer for Type 4 hair in both 2015 and 2016 by the Naturally Curly Editor's Choice Awards.</li> <li>Natural Ingredients: Formulation is vegan, pH balanced and natural ingredients are used. Does not contain: Sulfates, Parabens, Mineral Oil, Petroleum, Phthalates, DEA, Synthetic Colors, and Drying Alcohols.</li> </ul>",,/obia-naturals-curl-moisture-cream-8-oz/
OBIA Naturals Curl Enhancing Custard (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/g/537/curl-enhancing-custard-obia__52893.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/g/537/curl-enhancing-custard-obia__52893.jpg,Naturals Curl Enhancing Custard (12 oz.),OBIA Naturals,"<p>Style your hair with this oil enriched, alcohol-free and lightweight custard. This pH-balanced formula is packed with antioxidant rich Argan Oil, Olive Oil and Grape seed Oil that will leave your hair soft, shiny and deeply moisturized. Perfect of wash n' go's, up-do's, finger coils and smoothing edges. Safe for use on color treated hair.</p> <ul> <li>Alcohol Free Gel: Non-drying alcohol free formulation with no crunchy feel.</li> <li>Award Winning: Voted the Best Styling Cream for Type 3 hair in 2015 by the Naturally Curly Editor's Choice Awards.</li> <li>Natural Ingredients: Formulation is vegan, PH balanced and natural ingredients are used. Does not contain: Sulfates, Parabens, Mineral Oil, Petroleum, Phthalates, DEA, Synthetic Colors, and Drying Alcohols.</li> </ul>",,/obia-naturals-curl-enhancing-custard-12-oz/
OBIA Naturals Curl Hydration Spray (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/o/284/curl-hydration-spray-obia__73423.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/o/284/curl-hydration-spray-obia__73423.jpg,Naturals Curl Hydration Spray (8 oz.),OBIA Naturals,"<p>Moisturize, hydrate and refresh your hair and scalp with natural ingredients like Argan Oil and Rose Oil. This pH balanced formula conditions, adds shine and detangles hair without leaving buildup or residue. Can be used daily.</p> <ul> <li>Versatile Use: Our versatile hydration spray can also be used on curls, braids, locks, wigs and weaves.</li> <li>Award Winning: Voted the Best Refresher for Type 2 and Type 4 hair in both 2015 and 2016 by the Naturally Curly Editor&rsquo;s Choice Awards.</li> <li>Natural Ingredients: Formulation is vegan, pH balanced and natural ingredients are used. Does not contain: Sulfates, Parabens, Mineral Oil, Petroleum, Phthalates, DEA, Synthetic Colors, and Drying Alcohols.</li> </ul>",,/obia-naturals-curl-hydration-spray-8-oz/
OBIA Naturals Twist Whip Butter (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/t/418/twist-whip-butter-obia__62334.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/t/418/twist-whip-butter-obia__62334.jpg,Naturals Twist Whip Butter (8 oz.),OBIA Naturals,"<p>Our one of a kind water-based, pH balanced hair butter is a triple treat of unrefined Shea Butter, Tucuma Butter and Mango Butter. Twist Whip Butter is formulated to intensely moisturize, seal, add shine and protect your hair. Packed with the essential oils of Lemongrass and Lavender to keep your strengthened strands soft. Ideal for parched, dry hair. Provides lasting curl definition. Achieve beautifully defined hair.</p>",,/obia-naturals-twist-whip-butter-8-oz/
